PID,field_abstract,field_alt_title,field_classification,field_copyright_date,field_date_captured,field_dewey_classification,field_edition,field_edtf_date_created,field_edtf_date_issued,field_extent,field_full_title,field_geographic_subject,field_identifier,field_is_preceded_by,field_is_succeeded_by,field_isbn,field_language,field_lcc_classification,field_linked_agent,field_local_identifier,field_mode_of_issuance,field_note,field_oclc_number,field_physical_form,field_pid,field_place_published,field_place_published_country,field_resource_type,field_rights,field_subject,field_subjects_name,field_table_of_contents,title
lsu-ag-agexp:2238,,,,,,,,,,,lsu-ag-agexp:2221-54,,,,,,,,,,,,,,lsu-ag-agexp:2238,,,,,,,,lsu-ag-agexp:2221-54
lsu-ag-agexp:2239,,,,,,,,,,,lsu-ag-agexp:2221-19,,,,,,,,,,,,,,lsu-ag-agexp:2239,,,,,,,,lsu-ag-agexp:2221-19
lsu-ag-agexp:223,,,,,,,,,,,lsu-ag-agexp:218-3,,,,,,,,,,,,,,lsu-ag-agexp:223,,,,,,,,lsu-ag-agexp:218-3
lsu-ag-agexp:2240,,,,,,,,,,,lsu-ag-agexp:2221-27,,,,,,,,,,,,,,lsu-ag-agexp:2240,,,,,,,,lsu-ag-agexp:2221-27
lsu-ag-agexp:2241,,,,,,,,,,,lsu-ag-agexp:2221-40,,,,,,,,,,,,,,lsu-ag-agexp:2241,,,,,,,,lsu-ag-agexp:2221-40
lsu-ag-agexp:2242,,,,,,,,,,,lsu-ag-agexp:2221-113,,,,,,,,,,,,,,lsu-ag-agexp:2242,,,,,,,,lsu-ag-agexp:2221-113
lsu-ag-agexp:2243,,,,,,,,,,,lsu-ag-agexp:2221-9,,,,,,,,,,,,,,lsu-ag-agexp:2243,,,,,,,,lsu-ag-agexp:2221-9
lsu-ag-agexp:2244,,,,,,,,,,,lsu-ag-agexp:2221-89,,,,,,,,,,,,,,lsu-ag-agexp:2244,,,,,,,,lsu-ag-agexp:2221-89
lsu-ag-agexp:2245,,,,,,,,,,,lsu-ag-agexp:2221-115,,,,,,,,,,,,,,lsu-ag-agexp:2245,,,,,,,,lsu-ag-agexp:2221-115
lsu-ag-agexp:2246,,,,,,,,,,,lsu-ag-agexp:2221-87,,,,,,,,,,,,,,lsu-ag-agexp:2246,,,,,,,,lsu-ag-agexp:2221-87
lsu-ag-agexp:2247,,,,,,,,,,,lsu-ag-agexp:2221-36,,,,,,,,,,,,,,lsu-ag-agexp:2247,,,,,,,,lsu-ag-agexp:2221-36
lsu-ag-agexp:2248,,,,,,,,,,,lsu-ag-agexp:2221-53,,,,,,,,,,,,,,lsu-ag-agexp:2248,,,,,,,,lsu-ag-agexp:2221-53
lsu-ag-agexp:2249,,,,,,,,,,,lsu-ag-agexp:2221-16,,,,,,,,,,,,,,lsu-ag-agexp:2249,,,,,,,,lsu-ag-agexp:2221-16
lsu-ag-agexp:224,,,,,,,,,,,lsu-ag-agexp:218-4,,,,,,,,,,,,,,lsu-ag-agexp:224,,,,,,,,lsu-ag-agexp:218-4
lsu-ag-agexp:2250,,,,,,,,,,,lsu-ag-agexp:2221-111,,,,,,,,,,,,,,lsu-ag-agexp:2250,,,,,,,,lsu-ag-agexp:2221-111
lsu-ag-agexp:2251,,,,,,,,,,,lsu-ag-agexp:2221-41,,,,,,,,,,,,,,lsu-ag-agexp:2251,,,,,,,,lsu-ag-agexp:2221-41
lsu-ag-agexp:2252,,,,,,,,,,,lsu-ag-agexp:2221-69,,,,,,,,,,,,,,lsu-ag-agexp:2252,,,,,,,,lsu-ag-agexp:2221-69
lsu-ag-agexp:2253,,,,,,,,,,,lsu-ag-agexp:2221-71,,,,,,,,,,,,,,lsu-ag-agexp:2253,,,,,,,,lsu-ag-agexp:2221-71
lsu-ag-agexp:2254,,,,,,,,,,,lsu-ag-agexp:2221-103,,,,,,,,,,,,,,lsu-ag-agexp:2254,,,,,,,,lsu-ag-agexp:2221-103
lsu-ag-agexp:2255,,,,,,,,,,,lsu-ag-agexp:2221-46,,,,,,,,,,,,,,lsu-ag-agexp:2255,,,,,,,,lsu-ag-agexp:2221-46
lsu-ag-agexp:2256,,,,,,,,,,,lsu-ag-agexp:2221-105,,,,,,,,,,,,,,lsu-ag-agexp:2256,,,,,,,,lsu-ag-agexp:2221-105
lsu-ag-agexp:2257,,,,,,,,,,,lsu-ag-agexp:2221-91,,,,,,,,,,,,,,lsu-ag-agexp:2257,,,,,,,,lsu-ag-agexp:2221-91
lsu-ag-agexp:2258,,,,,,,,,,,lsu-ag-agexp:2221-24,,,,,,,,,,,,,,lsu-ag-agexp:2258,,,,,,,,lsu-ag-agexp:2221-24
lsu-ag-agexp:2259,,,,,,,,,,,lsu-ag-agexp:2221-63,,,,,,,,,,,,,,lsu-ag-agexp:2259,,,,,,,,lsu-ag-agexp:2221-63
lsu-ag-agexp:225,,,,,,,,,,,lsu-ag-agexp:218-5,,,,,,,,,,,,,,lsu-ag-agexp:225,,,,,,,,lsu-ag-agexp:218-5
lsu-ag-agexp:2260,,,,,,,,,,,lsu-ag-agexp:2221-15,,,,,,,,,,,,,,lsu-ag-agexp:2260,,,,,,,,lsu-ag-agexp:2221-15
lsu-ag-agexp:2261,,,,,,,,,,,lsu-ag-agexp:2221-96,,,,,,,,,,,,,,lsu-ag-agexp:2261,,,,,,,,lsu-ag-agexp:2221-96
lsu-ag-agexp:2262,,,,,,,,,,,lsu-ag-agexp:2221-31,,,,,,,,,,,,,,lsu-ag-agexp:2262,,,,,,,,lsu-ag-agexp:2221-31
lsu-ag-agexp:2263,,,,,,,,,,,lsu-ag-agexp:2221-82,,,,,,,,,,,,,,lsu-ag-agexp:2263,,,,,,,,lsu-ag-agexp:2221-82
lsu-ag-agexp:2264,,,,,,,,,,,lsu-ag-agexp:2221-61,,,,,,,,,,,,,,lsu-ag-agexp:2264,,,,,,,,lsu-ag-agexp:2221-61
lsu-ag-agexp:2265,,,,,,,,,,,lsu-ag-agexp:2221-48,,,,,,,,,,,,,,lsu-ag-agexp:2265,,,,,,,,lsu-ag-agexp:2221-48
lsu-ag-agexp:2266,,,,,,,,,,,lsu-ag-agexp:2221-47,,,,,,,,,,,,,,lsu-ag-agexp:2266,,,,,,,,lsu-ag-agexp:2221-47
lsu-ag-agexp:2267,,,,,,,,,,,lsu-ag-agexp:2221-92,,,,,,,,,,,,,,lsu-ag-agexp:2267,,,,,,,,lsu-ag-agexp:2221-92
lsu-ag-agexp:2268,,,,,,,,,,,lsu-ag-agexp:2221-107,,,,,,,,,,,,,,lsu-ag-agexp:2268,,,,,,,,lsu-ag-agexp:2221-107
lsu-ag-agexp:2269,,,,,,,,,,,lsu-ag-agexp:2221-3,,,,,,,,,,,,,,lsu-ag-agexp:2269,,,,,,,,lsu-ag-agexp:2221-3
lsu-ag-agexp:226,,,,,,,,,,,lsu-ag-agexp:218-1,,,,,,,,,,,,,,lsu-ag-agexp:226,,,,,,,,lsu-ag-agexp:218-1
lsu-ag-agexp:2270,,,,,,,,,,,lsu-ag-agexp:2221-110,,,,,,,,,,,,,,lsu-ag-agexp:2270,,,,,,,,lsu-ag-agexp:2221-110
lsu-ag-agexp:2271,,,,,,,,,,,lsu-ag-agexp:2221-4,,,,,,,,,,,,,,lsu-ag-agexp:2271,,,,,,,,lsu-ag-agexp:2221-4
lsu-ag-agexp:2272,,,,,,,,,,,lsu-ag-agexp:2221-30,,,,,,,,,,,,,,lsu-ag-agexp:2272,,,,,,,,lsu-ag-agexp:2221-30
lsu-ag-agexp:2273,,,,,,,,,,,lsu-ag-agexp:2221-62,,,,,,,,,,,,,,lsu-ag-agexp:2273,,,,,,,,lsu-ag-agexp:2221-62
lsu-ag-agexp:2274,,,,,,,,,,,lsu-ag-agexp:2221-117,,,,,,,,,,,,,,lsu-ag-agexp:2274,,,,,,,,lsu-ag-agexp:2221-117
lsu-ag-agexp:2275,,,,,,,,,,,lsu-ag-agexp:2221-102,,,,,,,,,,,,,,lsu-ag-agexp:2275,,,,,,,,lsu-ag-agexp:2221-102
lsu-ag-agexp:2276,,,,,,,,,,,lsu-ag-agexp:2221-17,,,,,,,,,,,,,,lsu-ag-agexp:2276,,,,,,,,lsu-ag-agexp:2221-17
lsu-ag-agexp:2277,,,,,,,,,,,lsu-ag-agexp:2221-35,,,,,,,,,,,,,,lsu-ag-agexp:2277,,,,,,,,lsu-ag-agexp:2221-35
lsu-ag-agexp:2278,,,,,,,,,,,lsu-ag-agexp:2221-55,,,,,,,,,,,,,,lsu-ag-agexp:2278,,,,,,,,lsu-ag-agexp:2221-55
lsu-ag-agexp:2279,,,,,,,,,,,lsu-ag-agexp:2221-94,,,,,,,,,,,,,,lsu-ag-agexp:2279,,,,,,,,lsu-ag-agexp:2221-94
lsu-ag-agexp:227,,,,,,,,,,,lsu-ag-agexp:218-6,,,,,,,,,,,,,,lsu-ag-agexp:227,,,,,,,,lsu-ag-agexp:218-6
lsu-ag-agexp:2280,,,,,,,,,,,lsu-ag-agexp:2221-23,,,,,,,,,,,,,,lsu-ag-agexp:2280,,,,,,,,lsu-ag-agexp:2221-23
lsu-ag-agexp:2281,,,,,,,,,,,lsu-ag-agexp:2221-5,,,,,,,,,,,,,,lsu-ag-agexp:2281,,,,,,,,lsu-ag-agexp:2221-5
lsu-ag-agexp:2282,,,,,,,,,,,lsu-ag-agexp:2221-97,,,,,,,,,,,,,,lsu-ag-agexp:2282,,,,,,,,lsu-ag-agexp:2221-97
lsu-ag-agexp:2283,,,,,,,,,,,lsu-ag-agexp:2221-114,,,,,,,,,,,,,,lsu-ag-agexp:2283,,,,,,,,lsu-ag-agexp:2221-114
lsu-ag-agexp:2284,,,,,,,,,,,lsu-ag-agexp:2221-58,,,,,,,,,,,,,,lsu-ag-agexp:2284,,,,,,,,lsu-ag-agexp:2221-58
lsu-ag-agexp:2285,,,,,,,,,,,lsu-ag-agexp:2221-45,,,,,,,,,,,,,,lsu-ag-agexp:2285,,,,,,,,lsu-ag-agexp:2221-45
lsu-ag-agexp:2286,,,,,,,,,,,lsu-ag-agexp:2221-1,,,,,,,,,,,,,,lsu-ag-agexp:2286,,,,,,,,lsu-ag-agexp:2221-1
lsu-ag-agexp:2287,,,,,,,,,,,lsu-ag-agexp:2221-88,,,,,,,,,,,,,,lsu-ag-agexp:2287,,,,,,,,lsu-ag-agexp:2221-88
lsu-ag-agexp:2288,,,,,,,,,,,lsu-ag-agexp:2221-100,,,,,,,,,,,,,,lsu-ag-agexp:2288,,,,,,,,lsu-ag-agexp:2221-100
lsu-ag-agexp:2289,,,,,,,,,,,lsu-ag-agexp:2221-6,,,,,,,,,,,,,,lsu-ag-agexp:2289,,,,,,,,lsu-ag-agexp:2221-6
lsu-ag-agexp:228,,,,,,,,,,,lsu-ag-agexp:218-7,,,,,,,,,,,,,,lsu-ag-agexp:228,,,,,,,,lsu-ag-agexp:218-7
lsu-ag-agexp:2290,,,,,,,,,,,lsu-ag-agexp:2221-83,,,,,,,,,,,,,,lsu-ag-agexp:2290,,,,,,,,lsu-ag-agexp:2221-83
lsu-ag-agexp:2291,,,,,,,,,,,lsu-ag-agexp:2221-85,,,,,,,,,,,,,,lsu-ag-agexp:2291,,,,,,,,lsu-ag-agexp:2221-85
lsu-ag-agexp:2292,,,,,,,,,,,lsu-ag-agexp:2221-108,,,,,,,,,,,,,,lsu-ag-agexp:2292,,,,,,,,lsu-ag-agexp:2221-108
lsu-ag-agexp:2293,,,,,,,,,,,lsu-ag-agexp:2221-7,,,,,,,,,,,,,,lsu-ag-agexp:2293,,,,,,,,lsu-ag-agexp:2221-7
lsu-ag-agexp:2294,,,,,,,,,,,lsu-ag-agexp:2221-79,,,,,,,,,,,,,,lsu-ag-agexp:2294,,,,,,,,lsu-ag-agexp:2221-79
lsu-ag-agexp:2295,,,,,,,,,,,lsu-ag-agexp:2221-49,,,,,,,,,,,,,,lsu-ag-agexp:2295,,,,,,,,lsu-ag-agexp:2221-49
lsu-ag-agexp:2296,,,,,,,,,,,lsu-ag-agexp:2221-10,,,,,,,,,,,,,,lsu-ag-agexp:2296,,,,,,,,lsu-ag-agexp:2221-10
lsu-ag-agexp:2297,,,,,,,,,,,lsu-ag-agexp:2221-38,,,,,,,,,,,,,,lsu-ag-agexp:2297,,,,,,,,lsu-ag-agexp:2221-38
lsu-ag-agexp:2298,,,,,,,,,,,lsu-ag-agexp:2221-57,,,,,,,,,,,,,,lsu-ag-agexp:2298,,,,,,,,lsu-ag-agexp:2221-57
lsu-ag-agexp:2299,,,,,,,,,,,lsu-ag-agexp:2221-90,,,,,,,,,,,,,,lsu-ag-agexp:2299,,,,,,,,lsu-ag-agexp:2221-90
lsu-ag-agexp:229,,,,,,,,,,,lsu-ag-agexp:218-10,,,,,,,,,,,,,,lsu-ag-agexp:229,,,,,,,,lsu-ag-agexp:218-10
lsu-ag-agexp:22,,,,,,,,,,,lsu-ag-agexp:1-5,,,,,,,,,,,,,,lsu-ag-agexp:22,,,,,,,,lsu-ag-agexp:1-5
lsu-ag-agexp:2300,,,,,,,,,,,lsu-ag-agexp:2221-104,,,,,,,,,,,,,,lsu-ag-agexp:2300,,,,,,,,lsu-ag-agexp:2221-104
lsu-ag-agexp:2301,,,,,,,,,,,lsu-ag-agexp:2221-39,,,,,,,,,,,,,,lsu-ag-agexp:2301,,,,,,,,lsu-ag-agexp:2221-39
lsu-ag-agexp:2302,,,,,,,,,,,lsu-ag-agexp:2221-51,,,,,,,,,,,,,,lsu-ag-agexp:2302,,,,,,,,lsu-ag-agexp:2221-51
lsu-ag-agexp:2303,,,,,,,,,,,lsu-ag-agexp:2221-98,,,,,,,,,,,,,,lsu-ag-agexp:2303,,,,,,,,lsu-ag-agexp:2221-98
lsu-ag-agexp:2304,,,,,,,,,,,lsu-ag-agexp:2221-80,,,,,,,,,,,,,,lsu-ag-agexp:2304,,,,,,,,lsu-ag-agexp:2221-80
lsu-ag-agexp:2305,,,,,,,,,,,lsu-ag-agexp:2221-93,,,,,,,,,,,,,,lsu-ag-agexp:2305,,,,,,,,lsu-ag-agexp:2221-93
lsu-ag-agexp:2306,,,,,,,,,,,lsu-ag-agexp:2221-18,,,,,,,,,,,,,,lsu-ag-agexp:2306,,,,,,,,lsu-ag-agexp:2221-18
lsu-ag-agexp:2307,,,,,,,,,,,lsu-ag-agexp:2221-118,,,,,,,,,,,,,,lsu-ag-agexp:2307,,,,,,,,lsu-ag-agexp:2221-118
lsu-ag-agexp:2308,,,,,,,,,,,lsu-ag-agexp:2221-42,,,,,,,,,,,,,,lsu-ag-agexp:2308,,,,,,,,lsu-ag-agexp:2221-42
lsu-ag-agexp:2309,,,,,,,,,,,lsu-ag-agexp:2221-26,,,,,,,,,,,,,,lsu-ag-agexp:2309,,,,,,,,lsu-ag-agexp:2221-26
lsu-ag-agexp:230,,,,,,,,,,,lsu-ag-agexp:218-13,,,,,,,,,,,,,,lsu-ag-agexp:230,,,,,,,,lsu-ag-agexp:218-13
lsu-ag-agexp:2310,,,,,,,,,,,lsu-ag-agexp:2221-13,,,,,,,,,,,,,,lsu-ag-agexp:2310,,,,,,,,lsu-ag-agexp:2221-13
lsu-ag-agexp:2311,,,,,,,,,,,lsu-ag-agexp:2221-28,,,,,,,,,,,,,,lsu-ag-agexp:2311,,,,,,,,lsu-ag-agexp:2221-28
lsu-ag-agexp:2312,,,,,,,,,,,lsu-ag-agexp:2221-84,,,,,,,,,,,,,,lsu-ag-agexp:2312,,,,,,,,lsu-ag-agexp:2221-84
lsu-ag-agexp:2313,,,,,,,,,,,lsu-ag-agexp:2221-86,,,,,,,,,,,,,,lsu-ag-agexp:2313,,,,,,,,lsu-ag-agexp:2221-86
lsu-ag-agexp:2314,,,,,,,,,,,lsu-ag-agexp:2221-68,,,,,,,,,,,,,,lsu-ag-agexp:2314,,,,,,,,lsu-ag-agexp:2221-68
lsu-ag-agexp:2315,,,,,,,,,,,lsu-ag-agexp:2221-2,,,,,,,,,,,,,,lsu-ag-agexp:2315,,,,,,,,lsu-ag-agexp:2221-2
lsu-ag-agexp:2316,,,,,,,,,,,lsu-ag-agexp:2221-56,,,,,,,,,,,,,,lsu-ag-agexp:2316,,,,,,,,lsu-ag-agexp:2221-56
lsu-ag-agexp:2317,,,,,,,,,,,lsu-ag-agexp:2221-77,,,,,,,,,,,,,,lsu-ag-agexp:2317,,,,,,,,lsu-ag-agexp:2221-77
lsu-ag-agexp:2318,,,,,,,,,,,lsu-ag-agexp:2221-99,,,,,,,,,,,,,,lsu-ag-agexp:2318,,,,,,,,lsu-ag-agexp:2221-99
lsu-ag-agexp:2319,,,,,,,,,,,lsu-ag-agexp:2221-120,,,,,,,,,,,,,,lsu-ag-agexp:2319,,,,,,,,lsu-ag-agexp:2221-120
lsu-ag-agexp:231,,,,,,,,,,,lsu-ag-agexp:218-2,,,,,,,,,,,,,,lsu-ag-agexp:231,,,,,,,,lsu-ag-agexp:218-2
lsu-ag-agexp:2320,,,,,,,,,,,lsu-ag-agexp:2221-74,,,,,,,,,,,,,,lsu-ag-agexp:2320,,,,,,,,lsu-ag-agexp:2221-74
lsu-ag-agexp:2321,,,,,,,,,,,lsu-ag-agexp:2221-52,,,,,,,,,,,,,,lsu-ag-agexp:2321,,,,,,,,lsu-ag-agexp:2221-52
lsu-ag-agexp:2322,,,,,,,,,,,lsu-ag-agexp:2221-67,,,,,,,,,,,,,,lsu-ag-agexp:2322,,,,,,,,lsu-ag-agexp:2221-67
lsu-ag-agexp:2323,,,,,,,,,,,lsu-ag-agexp:2221-76,,,,,,,,,,,,,,lsu-ag-agexp:2323,,,,,,,,lsu-ag-agexp:2221-76
lsu-ag-agexp:2324,,,,,,,,,,,lsu-ag-agexp:2221-22,,,,,,,,,,,,,,lsu-ag-agexp:2324,,,,,,,,lsu-ag-agexp:2221-22
lsu-ag-agexp:2325,,,,,,,,,,,lsu-ag-agexp:2221-65,,,,,,,,,,,,,,lsu-ag-agexp:2325,,,,,,,,lsu-ag-agexp:2221-65
lsu-ag-agexp:2326,,,,,,,,,,,lsu-ag-agexp:2221-21,,,,,,,,,,,,,,lsu-ag-agexp:2326,,,,,,,,lsu-ag-agexp:2221-21
lsu-ag-agexp:2327,,,,,,,,,,,lsu-ag-agexp:2221-119,,,,,,,,,,,,,,lsu-ag-agexp:2327,,,,,,,,lsu-ag-agexp:2221-119
lsu-ag-agexp:2328,,,,,,,,,,,lsu-ag-agexp:2221-20,,,,,,,,,,,,,,lsu-ag-agexp:2328,,,,,,,,lsu-ag-agexp:2221-20
lsu-ag-agexp:2329,,,,,,,,,,,lsu-ag-agexp:2221-106,,,,,,,,,,,,,,lsu-ag-agexp:2329,,,,,,,,lsu-ag-agexp:2221-106
lsu-ag-agexp:232,,,,,,,,,,,lsu-ag-agexp:218-8,,,,,,,,,,,,,,lsu-ag-agexp:232,,,,,,,,lsu-ag-agexp:218-8
lsu-ag-agexp:2330,,,,,,,,,,,lsu-ag-agexp:2221-66,,,,,,,,,,,,,,lsu-ag-agexp:2330,,,,,,,,lsu-ag-agexp:2221-66
lsu-ag-agexp:2331,,,,,,,,,,,lsu-ag-agexp:2221-8,,,,,,,,,,,,,,lsu-ag-agexp:2331,,,,,,,,lsu-ag-agexp:2221-8
lsu-ag-agexp:2332,,,,,,,,,,,lsu-ag-agexp:2221-14,,,,,,,,,,,,,,lsu-ag-agexp:2332,,,,,,,,lsu-ag-agexp:2221-14
lsu-ag-agexp:2333,,,,,,,,,,,lsu-ag-agexp:2221-11,,,,,,,,,,,,,,lsu-ag-agexp:2333,,,,,,,,lsu-ag-agexp:2221-11
lsu-ag-agexp:2334,,,,,,,,,,,lsu-ag-agexp:2221-59,,,,,,,,,,,,,,lsu-ag-agexp:2334,,,,,,,,lsu-ag-agexp:2221-59
lsu-ag-agexp:2335,,,,,,,,,,,lsu-ag-agexp:2221-72,,,,,,,,,,,,,,lsu-ag-agexp:2335,,,,,,,,lsu-ag-agexp:2221-72
lsu-ag-agexp:2336,,,,,,,,,,,lsu-ag-agexp:2221-60,,,,,,,,,,,,,,lsu-ag-agexp:2336,,,,,,,,lsu-ag-agexp:2221-60
lsu-ag-agexp:2337,,,,,,,,,,,lsu-ag-agexp:2221-75,,,,,,,,,,,,,,lsu-ag-agexp:2337,,,,,,,,lsu-ag-agexp:2221-75
lsu-ag-agexp:2338,,,,,,,,,,,lsu-ag-agexp:2221-37,,,,,,,,,,,,,,lsu-ag-agexp:2338,,,,,,,,lsu-ag-agexp:2221-37
lsu-ag-agexp:2339,,,,,,,,,,,lsu-ag-agexp:2221-34,,,,,,,,,,,,,,lsu-ag-agexp:2339,,,,,,,,lsu-ag-agexp:2221-34
lsu-ag-agexp:233,,,,,,,,,,,lsu-ag-agexp:218-14,,,,,,,,,,,,,,lsu-ag-agexp:233,,,,,,,,lsu-ag-agexp:218-14
lsu-ag-agexp:2340,,,,,,,,,,,lsu-ag-agexp:2221-44,,,,,,,,,,,,,,lsu-ag-agexp:2340,,,,,,,,lsu-ag-agexp:2221-44
lsu-ag-agexp:2341,,,,,,,,,,,lsu-ag-agexp:2221-81,,,,,,,,,,,,,,lsu-ag-agexp:2341,,,,,,,,lsu-ag-agexp:2221-81
lsu-ag-agexp:2342,,,,,,,,,1947,,"Costs and returns on family-type sugar farms in Louisiana, 1938 to 1945.",,,,,,,,relators:aut:person:|relators:ctb:person:|relators:ctb:corporate_body:,,,"host: LSU Agricultural Experiment Station Sugar Research Materials http://louisianadigitallibrary.org/islandora/object/lsu-ag-agexp:collection Louisiana Bulletin. Ser. 2, no. 420 (1947) Volume 420",,,lsu-ag-agexp:2342,,,Text,use and reproduction: This item is in the public domain.|use and reproduction: Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,subject:Agriculture -- Louisiana|subject:Sugar -- Research -- Louisiana|subject:Sugar -- Manufacture and refining -- Periodicals|subject:Sugarcane -- Louisiana|subject:Sugarcane -- Louisiana -- Periodicals|subject:Sugarcane industry -- Louisina|subject:Family farms -- Management|subject:Farm management -- Louisiana,,,"Costs and returns on family-type sugar farms in Louisiana, 1938 to 1945."
lsu-ag-agexp:2343,,,,,,,,,,,lsu-ag-agexp:2342-29,,,,,,,,,,,,,,lsu-ag-agexp:2343,,,,,,,,lsu-ag-agexp:2342-29
lsu-ag-agexp:2344,,,,,,,,,,,lsu-ag-agexp:2342-33,,,,,,,,,,,,,,lsu-ag-agexp:2344,,,,,,,,lsu-ag-agexp:2342-33
lsu-ag-agexp:2345,,,,,,,,,,,lsu-ag-agexp:2342-32,,,,,,,,,,,,,,lsu-ag-agexp:2345,,,,,,,,lsu-ag-agexp:2342-32
lsu-ag-agexp:2346,,,,,,,,,,,lsu-ag-agexp:2342-12,,,,,,,,,,,,,,lsu-ag-agexp:2346,,,,,,,,lsu-ag-agexp:2342-12
lsu-ag-agexp:2347,,,,,,,,,,,lsu-ag-agexp:2342-25,,,,,,,,,,,,,,lsu-ag-agexp:2347,,,,,,,,lsu-ag-agexp:2342-25
lsu-ag-agexp:2348,,,,,,,,,,,lsu-ag-agexp:2342-19,,,,,,,,,,,,,,lsu-ag-agexp:2348,,,,,,,,lsu-ag-agexp:2342-19
lsu-ag-agexp:2349,,,,,,,,,,,lsu-ag-agexp:2342-27,,,,,,,,,,,,,,lsu-ag-agexp:2349,,,,,,,,lsu-ag-agexp:2342-27
lsu-ag-agexp:234,,,,,,,,,,,lsu-ag-agexp:218-11,,,,,,,,,,,,,,lsu-ag-agexp:234,,,,,,,,lsu-ag-agexp:218-11
lsu-ag-agexp:2350,,,,,,,,,,,lsu-ag-agexp:2342-9,,,,,,,,,,,,,,lsu-ag-agexp:2350,,,,,,,,lsu-ag-agexp:2342-9
lsu-ag-agexp:2351,,,,,,,,,,,lsu-ag-agexp:2342-16,,,,,,,,,,,,,,lsu-ag-agexp:2351,,,,,,,,lsu-ag-agexp:2342-16
lsu-ag-agexp:2352,,,,,,,,,,,lsu-ag-agexp:2342-24,,,,,,,,,,,,,,lsu-ag-agexp:2352,,,,,,,,lsu-ag-agexp:2342-24
lsu-ag-agexp:2353,,,,,,,,,,,lsu-ag-agexp:2342-15,,,,,,,,,,,,,,lsu-ag-agexp:2353,,,,,,,,lsu-ag-agexp:2342-15
lsu-ag-agexp:2354,,,,,,,,,,,lsu-ag-agexp:2342-31,,,,,,,,,,,,,,lsu-ag-agexp:2354,,,,,,,,lsu-ag-agexp:2342-31
lsu-ag-agexp:2355,,,,,,,,,,,lsu-ag-agexp:2342-3,,,,,,,,,,,,,,lsu-ag-agexp:2355,,,,,,,,lsu-ag-agexp:2342-3
lsu-ag-agexp:2356,,,,,,,,,,,lsu-ag-agexp:2342-4,,,,,,,,,,,,,,lsu-ag-agexp:2356,,,,,,,,lsu-ag-agexp:2342-4
lsu-ag-agexp:2357,,,,,,,,,,,lsu-ag-agexp:2342-30,,,,,,,,,,,,,,lsu-ag-agexp:2357,,,,,,,,lsu-ag-agexp:2342-30
lsu-ag-agexp:2358,,,,,,,,,,,lsu-ag-agexp:2342-17,,,,,,,,,,,,,,lsu-ag-agexp:2358,,,,,,,,lsu-ag-agexp:2342-17
lsu-ag-agexp:2359,,,,,,,,,,,lsu-ag-agexp:2342-35,,,,,,,,,,,,,,lsu-ag-agexp:2359,,,,,,,,lsu-ag-agexp:2342-35
lsu-ag-agexp:235,,,,,,,,,1907,,The effects of the human system of Louisiana manufactured syrups and molasses.,,,,,,,,"relators:aut:person:|relators:ctb:person:|relators:ctb:person:|relators:ctb:corporate_body:|relators:pbl:corporate_body:The state, official journal of Louisiana.",,,"host: LSU Agricultural Experiment Station Sugar Research Materials http://louisianadigitallibrary.org/islandora/object/lsu-ag-agexp:collection Louisiana Bulletin. Ser. 2, no. 94 (1907) Volume 94",,,lsu-ag-agexp:235,,,Text,use and reproduction: This item is in the public domain.|use and reproduction: Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,subject:Agriculture -- Louisiana|subject:Sugar -- Research -- Louisiana|subject:Sugar -- Manufacture and refining -- Periodicals|subject:Sugarcane -- Louisiana|subject:Sugarcane -- Louisiana -- Periodicals|subject:Sugarcane products -- Louisiana|subject:Molasses -- Louisiana|subject:Syrups,,,The effects of the human system of Louisiana manufactured syrups and molasses.
lsu-ag-agexp:2360,,,,,,,,,,,lsu-ag-agexp:2342-23,,,,,,,,,,,,,,lsu-ag-agexp:2360,,,,,,,,lsu-ag-agexp:2342-23
lsu-ag-agexp:2361,,,,,,,,,,,lsu-ag-agexp:2342-5,,,,,,,,,,,,,,lsu-ag-agexp:2361,,,,,,,,lsu-ag-agexp:2342-5
lsu-ag-agexp:2362,,,,,,,,,,,lsu-ag-agexp:2342-1,,,,,,,,,,,,,,lsu-ag-agexp:2362,,,,,,,,lsu-ag-agexp:2342-1
lsu-ag-agexp:2363,,,,,,,,,,,lsu-ag-agexp:2342-6,,,,,,,,,,,,,,lsu-ag-agexp:2363,,,,,,,,lsu-ag-agexp:2342-6
lsu-ag-agexp:2364,,,,,,,,,,,lsu-ag-agexp:2342-7,,,,,,,,,,,,,,lsu-ag-agexp:2364,,,,,,,,lsu-ag-agexp:2342-7
lsu-ag-agexp:2365,,,,,,,,,,,lsu-ag-agexp:2342-10,,,,,,,,,,,,,,lsu-ag-agexp:2365,,,,,,,,lsu-ag-agexp:2342-10
lsu-ag-agexp:2366,,,,,,,,,,,lsu-ag-agexp:2342-18,,,,,,,,,,,,,,lsu-ag-agexp:2366,,,,,,,,lsu-ag-agexp:2342-18
lsu-ag-agexp:2367,,,,,,,,,,,lsu-ag-agexp:2342-26,,,,,,,,,,,,,,lsu-ag-agexp:2367,,,,,,,,lsu-ag-agexp:2342-26
