id,field_abstract,field_alt_title,field_classification,field_copyright_date,field_dewey_classification,field_edition,field_edtf_date_created,field_edtf_date_issued,field_extent,field_full_title,field_geographic_subject,field_identifier,field_isbn,field_language,field_lcc_classification,field_linked_agent,field_local_identifier,field_mode_of_issuance,field_note,field_oclc_number,field_physical_form,field_pid,field_place_published,field_place_published_country,field_resource_type,field_rights,field_subject,field_subjects_name,field_table_of_contents,title,file,parent_id,field_weight,field_member_of,field_model
lsu-ag-agexp:3189,,,,,,,,,,lsu-ag-agexp:3159-18,,,,,,,,,,,,lsu-ag-agexp:3189,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3159-18,,,,,Language
lsu-ag-agexp:318,,,,,,,,,,lsu-ag-agexp:281-11,,,,,,,,,,,,lsu-ag-agexp:318,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:281-11,,,,,Language
lsu-ag-agexp:3190,,,,,,,,,,lsu-ag-agexp:3159-42,,,,,,,,,,,,lsu-ag-agexp:3190,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3159-42,,,,,Language
lsu-ag-agexp:3191,,,,,,,,,,lsu-ag-agexp:3159-26,,,,,,,,,,,,lsu-ag-agexp:3191,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3159-26,,,,,Language
lsu-ag-agexp:3192,,,,,,,,,,lsu-ag-agexp:3159-13,,,,,,,,,,,,lsu-ag-agexp:3192,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3159-13,,,,,Language
lsu-ag-agexp:3193,,,,,,,,,,lsu-ag-agexp:3159-28,,,,,,,,,,,,lsu-ag-agexp:3193,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3159-28,,,,,Language
lsu-ag-agexp:3194,,,,,,,,,,lsu-ag-agexp:3159-2,,,,,,,,,,,,lsu-ag-agexp:3194,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3159-2,,,,,Language
lsu-ag-agexp:3195,,,,,,,,,,lsu-ag-agexp:3159-22,,,,,,,,,,,,lsu-ag-agexp:3195,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3159-22,,,,,Language
lsu-ag-agexp:3196,,,,,,,,,,lsu-ag-agexp:3159-21,,,,,,,,,,,,lsu-ag-agexp:3196,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3159-21,,,,,Language
lsu-ag-agexp:3197,,,,,,,,,,lsu-ag-agexp:3159-20,,,,,,,,,,,,lsu-ag-agexp:3197,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3159-20,,,,,Language
lsu-ag-agexp:3198,,,,,,,,,,lsu-ag-agexp:3159-8,,,,,,,,,,,,lsu-ag-agexp:3198,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3159-8,,,,,Language
lsu-ag-agexp:3199,,,,,,,,,,lsu-ag-agexp:3159-14,,,,,,,,,,,,lsu-ag-agexp:3199,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3159-14,,,,,Language
lsu-ag-agexp:319,,,,,,,,,,lsu-ag-agexp:281-37,,,,,,,,,,,,lsu-ag-agexp:319,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:281-37,,,,,Language
lsu-ag-agexp:31,,,,,,,,,,lsu-ag-agexp:1-13,,,,,,,,,,,,lsu-ag-agexp:31,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:1-13,,,,,Language
lsu-ag-agexp:3200,,,,,,,,,,lsu-ag-agexp:3159-11,,,,,,,,,,,,lsu-ag-agexp:3200,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3159-11,,,,,Language
lsu-ag-agexp:3201,,,,,,,,,,lsu-ag-agexp:3159-37,,,,,,,,,,,,lsu-ag-agexp:3201,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3159-37,,,,,Language
lsu-ag-agexp:3202,,,,,,,,,,lsu-ag-agexp:3159-34,,,,,,,,,,,,lsu-ag-agexp:3202,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3159-34,,,,,Language
lsu-ag-agexp:3203,,,,,,,,1915.0,,The comparative value of various germicides for use in cane sugar factories.,,,,,,relators:aut:person:|relators:ctb:person:|relators:ctb:person:|relators:ctb:corporate_body:|relators:pbl:corporate_body:Ramires-Jones printing co.,,,"host: LSU Agricultural Experiment Station Sugar Research Materials http://louisianadigitallibrary.org/islandora/object/lsu-ag-agexp:collection Louisiana Bulletin. Ser. 2, no. 153 (1914) Volume 153",,,lsu-ag-agexp:3203,,,"some test Value, Should not be empty",use and reproduction: This item is in the public domain.|use and reproduction: Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,"subject:Agriculture -- Louisiana|subject:Sugar -- Research -- Louisiana|subject:Sugar -- Manufacture and refining -- Periodicals|subject:Sugarcane -- Louisiana|subject:Sugarcane -- Louisiana -- Periodicals|subject:Bacteriology, agricultural -- Louisiana|subject:Bactericides -- Louisiana",,,The comparative value of various germicides for use in cane sugar factories.,,,,,Language
lsu-ag-agexp:3204,,,,,,,,,,lsu-ag-agexp:3203-50,,,,,,,,,,,,lsu-ag-agexp:3204,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3203-50,,,,,Language
lsu-ag-agexp:3205,,,,,,,,,,lsu-ag-agexp:3203-29,,,,,,,,,,,,lsu-ag-agexp:3205,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3203-29,,,,,Language
lsu-ag-agexp:3206,,,,,,,,,,lsu-ag-agexp:3203-33,,,,,,,,,,,,lsu-ag-agexp:3206,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3203-33,,,,,Language
lsu-ag-agexp:3207,,,,,,,,,,lsu-ag-agexp:3203-32,,,,,,,,,,,,lsu-ag-agexp:3207,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3203-32,,,,,Language
lsu-ag-agexp:3208,,,,,,,,,,lsu-ag-agexp:3203-43,,,,,,,,,,,,lsu-ag-agexp:3208,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3203-43,,,,,Language
lsu-ag-agexp:3209,,,,,,,,,,lsu-ag-agexp:3203-12,,,,,,,,,,,,lsu-ag-agexp:3209,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3203-12,,,,,Language
lsu-ag-agexp:320,,,,,,,,,,lsu-ag-agexp:281-34,,,,,,,,,,,,lsu-ag-agexp:320,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:281-34,,,,,Language
lsu-ag-agexp:3210,,,,,,,,,,lsu-ag-agexp:3203-25,,,,,,,,,,,,lsu-ag-agexp:3210,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3203-25,,,,,Language
lsu-ag-agexp:3211,,,,,,,,,,lsu-ag-agexp:3203-19,,,,,,,,,,,,lsu-ag-agexp:3211,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3203-19,,,,,Language
lsu-ag-agexp:3212,,,,,,,,,,lsu-ag-agexp:3203-27,,,,,,,,,,,,lsu-ag-agexp:3212,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3203-27,,,,,Language
lsu-ag-agexp:3213,,,,,,,,,,lsu-ag-agexp:3203-40,,,,,,,,,,,,lsu-ag-agexp:3213,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3203-40,,,,,Language
lsu-ag-agexp:3214,,,,,,,,,,lsu-ag-agexp:3203-9,,,,,,,,,,,,lsu-ag-agexp:3214,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3203-9,,,,,Language
lsu-ag-agexp:3215,,,,,,,,,,lsu-ag-agexp:3203-36,,,,,,,,,,,,lsu-ag-agexp:3215,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3203-36,,,,,Language
lsu-ag-agexp:3216,,,,,,,,,,lsu-ag-agexp:3203-53,,,,,,,,,,,,lsu-ag-agexp:3216,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3203-53,,,,,Language
lsu-ag-agexp:3217,,,,,,,,,,lsu-ag-agexp:3203-16,,,,,,,,,,,,lsu-ag-agexp:3217,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3203-16,,,,,Language
lsu-ag-agexp:3218,,,,,,,,,,lsu-ag-agexp:3203-41,,,,,,,,,,,,lsu-ag-agexp:3218,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3203-41,,,,,Language
lsu-ag-agexp:3219,,,,,,,,,,lsu-ag-agexp:3203-46,,,,,,,,,,,,lsu-ag-agexp:3219,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3203-46,,,,,Language
lsu-ag-agexp:321,,,,,,,,1909.0,,An experimental study of bagasse and bagasse furnaces.,,,,,,"relators:aut:person:|relators:ctb:person:|relators:ctb:person:|relators:ctb:corporate_body:|relators:pbl:corporate_body:The new advocate, official journal of Louisiana.",,,"host: LSU Agricultural Experiment Station Sugar Research Materials http://louisianadigitallibrary.org/islandora/object/lsu-ag-agexp:collection Louisiana Bulletin. Ser. 2, no. 117 (1909) Volume 117",,,lsu-ag-agexp:321,,,"some test Value, Should not be empty",use and reproduction: This item is in the public domain.|use and reproduction: Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,subject:Agriculture -- Louisiana|subject:Sugar -- Research -- Louisiana|subject:Sugar -- Manufacture and refining -- Periodicals|subject:Sugarcane -- Louisiana|subject:Sugarcane -- Louisiana -- Periodicals|subject:Sugar machinery -- Louisiana,,,An experimental study of bagasse and bagasse furnaces.,,,,,Language
lsu-ag-agexp:3220,,,,,,,,,,lsu-ag-agexp:3203-24,,,,,,,,,,,,lsu-ag-agexp:3220,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3203-24,,,,,Language
lsu-ag-agexp:3221,,,,,,,,,,lsu-ag-agexp:3203-15,,,,,,,,,,,,lsu-ag-agexp:3221,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3203-15,,,,,Language
lsu-ag-agexp:3222,,,,,,,,,,lsu-ag-agexp:3203-31,,,,,,,,,,,,lsu-ag-agexp:3222,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3203-31,,,,,Language
lsu-ag-agexp:3223,,,,,,,,,,lsu-ag-agexp:3203-48,,,,,,,,,,,,lsu-ag-agexp:3223,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3203-48,,,,,Language
lsu-ag-agexp:3224,,,,,,,,,,lsu-ag-agexp:3203-47,,,,,,,,,,,,lsu-ag-agexp:3224,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3203-47,,,,,Language
lsu-ag-agexp:3225,,,,,,,,,,lsu-ag-agexp:3203-3,,,,,,,,,,,,lsu-ag-agexp:3225,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3203-3,,,,,Language
lsu-ag-agexp:3226,,,,,,,,,,lsu-ag-agexp:3203-4,,,,,,,,,,,,lsu-ag-agexp:3226,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3203-4,,,,,Language
lsu-ag-agexp:3227,,,,,,,,,,lsu-ag-agexp:3203-30,,,,,,,,,,,,lsu-ag-agexp:3227,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3203-30,,,,,Language
lsu-ag-agexp:3228,,,,,,,,,,lsu-ag-agexp:3203-17,,,,,,,,,,,,lsu-ag-agexp:3228,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3203-17,,,,,Language
lsu-ag-agexp:3229,,,,,,,,,,lsu-ag-agexp:3203-35,,,,,,,,,,,,lsu-ag-agexp:3229,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3203-35,,,,,Language
lsu-ag-agexp:322,,,,,,,,,,lsu-ag-agexp:321-50,,,,,,,,,,,,lsu-ag-agexp:322,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:321-50,,,,,Language
lsu-ag-agexp:3230,,,,,,,,,,lsu-ag-agexp:3203-23,,,,,,,,,,,,lsu-ag-agexp:3230,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3203-23,,,,,Language
lsu-ag-agexp:3231,,,,,,,,,,lsu-ag-agexp:3203-5,,,,,,,,,,,,lsu-ag-agexp:3231,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3203-5,,,,,Language
lsu-ag-agexp:3232,,,,,,,,,,lsu-ag-agexp:3203-45,,,,,,,,,,,,lsu-ag-agexp:3232,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3203-45,,,,,Language
lsu-ag-agexp:3233,,,,,,,,,,lsu-ag-agexp:3203-1,,,,,,,,,,,,lsu-ag-agexp:3233,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3203-1,,,,,Language
lsu-ag-agexp:3234,,,,,,,,,,lsu-ag-agexp:3203-6,,,,,,,,,,,,lsu-ag-agexp:3234,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3203-6,,,,,Language
lsu-ag-agexp:3235,,,,,,,,,,lsu-ag-agexp:3203-7,,,,,,,,,,,,lsu-ag-agexp:3235,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3203-7,,,,,Language
lsu-ag-agexp:3236,,,,,,,,,,lsu-ag-agexp:3203-49,,,,,,,,,,,,lsu-ag-agexp:3236,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3203-49,,,,,Language
lsu-ag-agexp:3237,,,,,,,,,,lsu-ag-agexp:3203-10,,,,,,,,,,,,lsu-ag-agexp:3237,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3203-10,,,,,Language
lsu-ag-agexp:3238,,,,,,,,,,lsu-ag-agexp:3203-38,,,,,,,,,,,,lsu-ag-agexp:3238,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3203-38,,,,,Language
lsu-ag-agexp:3239,,,,,,,,,,lsu-ag-agexp:3203-39,,,,,,,,,,,,lsu-ag-agexp:3239,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3203-39,,,,,Language
lsu-ag-agexp:323,,,,,,,,,,lsu-ag-agexp:321-29,,,,,,,,,,,,lsu-ag-agexp:323,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:321-29,,,,,Language
lsu-ag-agexp:3240,,,,,,,,,,lsu-ag-agexp:3203-51,,,,,,,,,,,,lsu-ag-agexp:3240,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3203-51,,,,,Language
lsu-ag-agexp:3241,,,,,,,,,,lsu-ag-agexp:3203-18,,,,,,,,,,,,lsu-ag-agexp:3241,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3203-18,,,,,Language
lsu-ag-agexp:3242,,,,,,,,,,lsu-ag-agexp:3203-42,,,,,,,,,,,,lsu-ag-agexp:3242,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3203-42,,,,,Language
lsu-ag-agexp:3243,,,,,,,,,,lsu-ag-agexp:3203-26,,,,,,,,,,,,lsu-ag-agexp:3243,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3203-26,,,,,Language
lsu-ag-agexp:3244,,,,,,,,,,lsu-ag-agexp:3203-13,,,,,,,,,,,,lsu-ag-agexp:3244,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3203-13,,,,,Language
lsu-ag-agexp:3245,,,,,,,,,,lsu-ag-agexp:3203-28,,,,,,,,,,,,lsu-ag-agexp:3245,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3203-28,,,,,Language
lsu-ag-agexp:3246,,,,,,,,,,lsu-ag-agexp:3203-2,,,,,,,,,,,,lsu-ag-agexp:3246,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3203-2,,,,,Language
lsu-ag-agexp:3247,,,,,,,,,,lsu-ag-agexp:3203-52,,,,,,,,,,,,lsu-ag-agexp:3247,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3203-52,,,,,Language
lsu-ag-agexp:3248,,,,,,,,,,lsu-ag-agexp:3203-22,,,,,,,,,,,,lsu-ag-agexp:3248,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3203-22,,,,,Language
lsu-ag-agexp:3249,,,,,,,,,,lsu-ag-agexp:3203-21,,,,,,,,,,,,lsu-ag-agexp:3249,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3203-21,,,,,Language
lsu-ag-agexp:324,,,,,,,,,,lsu-ag-agexp:321-33,,,,,,,,,,,,lsu-ag-agexp:324,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:321-33,,,,,Language
lsu-ag-agexp:3250,,,,,,,,,,lsu-ag-agexp:3203-20,,,,,,,,,,,,lsu-ag-agexp:3250,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3203-20,,,,,Language
lsu-ag-agexp:3251,,,,,,,,,,lsu-ag-agexp:3203-8,,,,,,,,,,,,lsu-ag-agexp:3251,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3203-8,,,,,Language
lsu-ag-agexp:3252,,,,,,,,,,lsu-ag-agexp:3203-14,,,,,,,,,,,,lsu-ag-agexp:3252,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3203-14,,,,,Language
lsu-ag-agexp:3253,,,,,,,,,,lsu-ag-agexp:3203-11,,,,,,,,,,,,lsu-ag-agexp:3253,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3203-11,,,,,Language
lsu-ag-agexp:3254,,,,,,,,,,lsu-ag-agexp:3203-37,,,,,,,,,,,,lsu-ag-agexp:3254,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3203-37,,,,,Language
lsu-ag-agexp:3255,,,,,,,,,,lsu-ag-agexp:3203-34,,,,,,,,,,,,lsu-ag-agexp:3255,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3203-34,,,,,Language
lsu-ag-agexp:3256,,,,,,,,,,lsu-ag-agexp:3203-44,,,,,,,,,,,,lsu-ag-agexp:3256,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3203-44,,,,,Language
lsu-ag-agexp:3257,,,,,,,,1890.0,,"Report of the sugar experiment station, of the Louisiana State University and A&M College at Audobon Park, New Orleans, LA.",,,,,,relators:ctb:person:|relators:ctb:person:|relators:ctb:person:|relators:ctb:corporate_body:|relators:pbl:corporate_body:Truth Book and Job Office.,,,"host: LSU Agricultural Experiment Station Sugar Research Materials http://louisianadigitallibrary.org/islandora/object/lsu-ag-agexp:collection Louisiana Bulletin. Ser. 1, no. 28 (1890) Volume 28",,,lsu-ag-agexp:3257,,,"some test Value, Should not be empty",use and reproduction: This item is in the public domain.|use and reproduction: Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,subject:Agriculture -- Louisiana|subject:Sugar -- Research -- Louisiana|subject:Sugar -- Manufacture and refining -- Louisiana -- Periodicals|subject:Sugar -- Manufacture and refining -- Periodicals|subject:Sugarcane -- Louisiana|subject:Sugarcane -- Louisiana -- Periodicals|subject:Sugarcane -- Louisiana,,,"Report of the sugar experiment station, of the Louisiana State University and A&M College at Audobon Park, New Orleans, LA.",,,,,Language
lsu-ag-agexp:3258,,,,,,,,,,lsu-ag-agexp:3257-50,,,,,,,,,,,,lsu-ag-agexp:3258,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3257-50,,,,,Language
lsu-ag-agexp:3259,,,,,,,,,,lsu-ag-agexp:3257-29,,,,,,,,,,,,lsu-ag-agexp:3259,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3257-29,,,,,Language
lsu-ag-agexp:325,,,,,,,,,,lsu-ag-agexp:321-32,,,,,,,,,,,,lsu-ag-agexp:325,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:321-32,,,,,Language
lsu-ag-agexp:3260,,,,,,,,,,lsu-ag-agexp:3257-33,,,,,,,,,,,,lsu-ag-agexp:3260,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3257-33,,,,,Language
lsu-ag-agexp:3261,,,,,,,,,,lsu-ag-agexp:3257-32,,,,,,,,,,,,lsu-ag-agexp:3261,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3257-32,,,,,Language
lsu-ag-agexp:3262,,,,,,,,,,lsu-ag-agexp:3257-43,,,,,,,,,,,,lsu-ag-agexp:3262,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3257-43,,,,,Language
lsu-ag-agexp:3263,,,,,,,,,,lsu-ag-agexp:3257-12,,,,,,,,,,,,lsu-ag-agexp:3263,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3257-12,,,,,Language
lsu-ag-agexp:3264,,,,,,,,,,lsu-ag-agexp:3257-25,,,,,,,,,,,,lsu-ag-agexp:3264,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3257-25,,,,,Language
lsu-ag-agexp:3265,,,,,,,,,,lsu-ag-agexp:3257-54,,,,,,,,,,,,lsu-ag-agexp:3265,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3257-54,,,,,Language
lsu-ag-agexp:3266,,,,,,,,,,lsu-ag-agexp:3257-19,,,,,,,,,,,,lsu-ag-agexp:3266,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3257-19,,,,,Language
lsu-ag-agexp:3267,,,,,,,,,,lsu-ag-agexp:3257-27,,,,,,,,,,,,lsu-ag-agexp:3267,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3257-27,,,,,Language
lsu-ag-agexp:3268,,,,,,,,,,lsu-ag-agexp:3257-40,,,,,,,,,,,,lsu-ag-agexp:3268,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3257-40,,,,,Language
lsu-ag-agexp:3269,,,,,,,,,,lsu-ag-agexp:3257-9,,,,,,,,,,,,lsu-ag-agexp:3269,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3257-9,,,,,Language
lsu-ag-agexp:326,,,,,,,,,,lsu-ag-agexp:321-101,,,,,,,,,,,,lsu-ag-agexp:326,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:321-101,,,,,Language
lsu-ag-agexp:3270,,,,,,,,,,lsu-ag-agexp:3257-36,,,,,,,,,,,,lsu-ag-agexp:3270,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3257-36,,,,,Language
lsu-ag-agexp:3271,,,,,,,,,,lsu-ag-agexp:3257-53,,,,,,,,,,,,lsu-ag-agexp:3271,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3257-53,,,,,Language
lsu-ag-agexp:3272,,,,,,,,,,lsu-ag-agexp:3257-16,,,,,,,,,,,,lsu-ag-agexp:3272,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3257-16,,,,,Language
lsu-ag-agexp:3273,,,,,,,,,,lsu-ag-agexp:3257-41,,,,,,,,,,,,lsu-ag-agexp:3273,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3257-41,,,,,Language
lsu-ag-agexp:3274,,,,,,,,,,lsu-ag-agexp:3257-46,,,,,,,,,,,,lsu-ag-agexp:3274,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3257-46,,,,,Language
lsu-ag-agexp:3275,,,,,,,,,,lsu-ag-agexp:3257-24,,,,,,,,,,,,lsu-ag-agexp:3275,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3257-24,,,,,Language
lsu-ag-agexp:3276,,,,,,,,,,lsu-ag-agexp:3257-15,,,,,,,,,,,,lsu-ag-agexp:3276,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3257-15,,,,,Language
lsu-ag-agexp:3277,,,,,,,,,,lsu-ag-agexp:3257-31,,,,,,,,,,,,lsu-ag-agexp:3277,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3257-31,,,,,Language
lsu-ag-agexp:3278,,,,,,,,,,lsu-ag-agexp:3257-48,,,,,,,,,,,,lsu-ag-agexp:3278,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3257-48,,,,,Language
lsu-ag-agexp:3279,,,,,,,,,,lsu-ag-agexp:3257-47,,,,,,,,,,,,lsu-ag-agexp:3279,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3257-47,,,,,Language
lsu-ag-agexp:327,,,,,,,,,,lsu-ag-agexp:321-43,,,,,,,,,,,,lsu-ag-agexp:327,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:321-43,,,,,Language
lsu-ag-agexp:3280,,,,,,,,,,lsu-ag-agexp:3257-3,,,,,,,,,,,,lsu-ag-agexp:3280,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3257-3,,,,,Language
lsu-ag-agexp:3281,,,,,,,,,,lsu-ag-agexp:3257-4,,,,,,,,,,,,lsu-ag-agexp:3281,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3257-4,,,,,Language
lsu-ag-agexp:3282,,,,,,,,,,lsu-ag-agexp:3257-30,,,,,,,,,,,,lsu-ag-agexp:3282,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3257-30,,,,,Language
lsu-ag-agexp:3283,,,,,,,,,,lsu-ag-agexp:3257-17,,,,,,,,,,,,lsu-ag-agexp:3283,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3257-17,,,,,Language
lsu-ag-agexp:3284,,,,,,,,,,lsu-ag-agexp:3257-35,,,,,,,,,,,,lsu-ag-agexp:3284,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3257-35,,,,,Language
lsu-ag-agexp:3285,,,,,,,,,,lsu-ag-agexp:3257-55,,,,,,,,,,,,lsu-ag-agexp:3285,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3257-55,,,,,Language
lsu-ag-agexp:3286,,,,,,,,,,lsu-ag-agexp:3257-23,,,,,,,,,,,,lsu-ag-agexp:3286,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3257-23,,,,,Language
lsu-ag-agexp:3287,,,,,,,,,,lsu-ag-agexp:3257-5,,,,,,,,,,,,lsu-ag-agexp:3287,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3257-5,,,,,Language
lsu-ag-agexp:3288,,,,,,,,,,lsu-ag-agexp:3257-45,,,,,,,,,,,,lsu-ag-agexp:3288,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3257-45,,,,,Language
lsu-ag-agexp:3289,,,,,,,,,,lsu-ag-agexp:3257-1,,,,,,,,,,,,lsu-ag-agexp:3289,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3257-1,,,,,Language
lsu-ag-agexp:328,,,,,,,,,,lsu-ag-agexp:321-70,,,,,,,,,,,,lsu-ag-agexp:328,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:321-70,,,,,Language
lsu-ag-agexp:3290,,,,,,,,,,lsu-ag-agexp:3257-6,,,,,,,,,,,,lsu-ag-agexp:3290,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3257-6,,,,,Language
lsu-ag-agexp:3291,,,,,,,,,,lsu-ag-agexp:3257-7,,,,,,,,,,,,lsu-ag-agexp:3291,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3257-7,,,,,Language
lsu-ag-agexp:3292,,,,,,,,,,lsu-ag-agexp:3257-49,,,,,,,,,,,,lsu-ag-agexp:3292,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3257-49,,,,,Language
lsu-ag-agexp:3293,,,,,,,,,,lsu-ag-agexp:3257-10,,,,,,,,,,,,lsu-ag-agexp:3293,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3257-10,,,,,Language
lsu-ag-agexp:3294,,,,,,,,,,lsu-ag-agexp:3257-38,,,,,,,,,,,,lsu-ag-agexp:3294,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3257-38,,,,,Language
lsu-ag-agexp:3295,,,,,,,,,,lsu-ag-agexp:3257-39,,,,,,,,,,,,lsu-ag-agexp:3295,,,"some test Value, Should not be empty",,,,,lsu-ag-agexp:3257-39,,,,,Language
